date,code,open,high,low,close,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2005-02-22,sh.000300,1026.84,1048.68,1024.53,1046.744,1793784231,10922776800.0,3,0.0,1,2.058335,0.0,0.0,0.0,0.0,0.0
2005-02-23,sh.000300,1046.81,1049.61,1036.63,1043.944,1869692971,11231940700.0,3,0.0,1,-0.26750100000000004,0.0,0.0,0.0,0.0,0.0
2005-02-24,sh.000300,1042.25,1045.96,1034.73,1045.46,1468178853,8993752200.0,3,0.0,1,0.145218,0.0,0.0,0.0,0.0,0.0
2005-02-25,sh.000300,1046.27,1059.48,1045.98,1046.761,1817000338,11489961200.0,3,0.0,1,0.124445,0.0,0.0,0.0,0.0,0.0
2005-02-28,sh.000300,1046.21,1048.28,1035.04,1039.989,1297104604,8190101300.0,3,0.0,1,-0.646945,0.0,0.0,0.0,0.0,0.0
2005-03-01,sh.000300,1039.35,1042.74,1031.17,1035.934,996209016,6288790700.0,3,0.0,1,-0.389913,0.0,0.0,0.0,0.0,0.0
2005-03-02,sh.000300,1036.37,1045.76,1021.0,1021.32,1422513553,8971307900.0,3,0.0,1,-1.410703,0.0,0.0,0.0,0.0,0.0
2005-03-03,sh.000300,1019.88,1028.4,1014.75,1027.71,920308564,5582812000.0,3,0.0,1,0.625656,0.0,0.0,0.0,0.0,0.0
2005-03-04,sh.000300,1027.93,1031.85,1022.18,1023.667,817364167,5383868100.0,3,0.0,1,-0.393396,0.0,0.0,0.0,0.0,0.0
2005-03-07,sh.000300,1024.48,1031.34,1024.48,1029.871,793294979,5316473200.0,3,0.0,1,0.606054,0.0,0.0,0.0,0.0,0.0
2005-03-08,sh.000300,1033.79,1049.29,1032.85,1048.987,1429579380,9851274600.0,3,0.0,1,1.856164,0.0,0.0,0.0,0.0,0.0
2005-03-09,sh.000300,1051.26,1054.64,1041.98,1046.544,1532748839,9877624300.0,3,0.0,1,-0.232902,0.0,0.0,0.0,0.0,0.0
2005-03-10,sh.000300,1046.69,1046.69,1019.63,1022.413,1329595333,8380547700.0,3,0.0,1,-2.305772,0.0,0.0,0.0,0.0,0.0
2005-03-11,sh.000300,1021.08,1028.12,1016.93,1027.429,1147638146,7654557000.0,3,0.0,1,0.490597,0.0,0.0,0.0,0.0,0.0
2005-03-14,sh.000300,1027.18,1041.57,1014.93,1031.026,1446608937,10229428900.0,3,0.0,1,0.350102,0.0,0.0,0.0,0.0,0.0
2005-03-15,sh.000300,1030.86,1030.94,1011.64,1013.523,1200749274,8091209200.0,3,0.0,1,-1.697628,0.0,0.0,0.0,0.0,0.0
2005-03-16,sh.000300,1011.85,1012.2,995.97,1003.065,1062278283,7153745900.0,3,0.0,1,-1.031847,0.0,0.0,0.0,0.0,0.0
2005-03-17,sh.000300,1001.97,1004.82,992.12,992.863,996901108,6535061300.0,3,0.0,1,-1.017085,0.0,0.0,0.0,0.0,0.0
2005-03-18,sh.000300,991.89,996.4,975.71,978.665,965205964,6314991200.0,3,0.0,1,-1.4300059999999999,0.0,0.0,0.0,0.0,0.0
2005-03-21,sh.000300,977.3,983.18,973.0,981.893,725256485,4594520000.0,3,0.0,1,0.32984,0.0,0.0,0.0,0.0,0.0
2005-03-22,sh.000300,981.71,982.14,959.56,964.024,1137571722,6955307700.0,3,0.0,1,-1.819854,0.0,0.0,0.0,0.0,0.0
2005-03-23,sh.000300,962.82,975.36,955.99,959.01,1093005354,7092055400.0,3,0.0,1,-0.520109,0.0,0.0,0.0,0.0,0.0
2005-03-24,sh.000300,957.43,965.06,948.53,964.801,926071493,6446642600.0,3,0.0,1,0.603854,0.0,0.0,0.0,0.0,0.0
2005-03-25,sh.000300,964.25,966.97,959.06,962.955,710732285,4258127200.0,3,0.0,1,-0.19133599999999998,0.0,0.0,0.0,0.0,0.0
2005-03-28,sh.000300,961.65,961.65,948.81,960.696,666924600,4141656400.0,3,0.0,1,-0.234594,0.0,0.0,0.0,0.0,0.0
2005-03-29,sh.000300,960.42,968.12,954.74,955.19,757737892,4842151100.0,3,0.0,1,-0.573124,0.0,0.0,0.0,0.0,0.0
2005-03-30,sh.000300,952.71,952.71,936.38,937.034,895016409,5459378800.0,3,0.0,1,-1.9007740000000002,0.0,0.0,0.0,0.0,0.0
2005-03-31,sh.000300,934.85,942.37,928.34,942.203,785944597,4555322800.0,3,0.0,1,0.551635,0.0,0.0,0.0,0.0,0.0
2005-04-01,sh.000300,941.43,989.9,937.55,978.145,1634750474,10109402800.0,3,0.0,1,3.814679,0.0,0.0,0.0,0.0,0.0
2005-04-04,sh.000300,968.49,974.06,956.13,962.168,1143509329,7296500000.0,3,0.0,1,-1.633397,0.0,0.0,0.0,0.0,0.0
2005-04-05,sh.000300,960.54,967.75,953.59,955.598,953453690,6069514000.0,3,0.0,1,-0.682834,0.0,0.0,0.0,0.0,0.0
2005-04-06,sh.000300,955.6,977.86,948.95,973.668,1428242115,9727656100.0,3,0.0,1,1.8909630000000002,0.0,0.0,0.0,0.0,0.0
2005-04-07,sh.000300,975.97,1000.27,974.31,984.733,2075421198,13260560600.0,3,0.0,1,1.136418,0.0,0.0,0.0,0.0,0.0
2005-04-08,sh.000300,984.665,1003.699,979.529,1003.445,1476252600,9151349808.0,3,0.014011000000000001,1,1.9002139999999998,0.0,0.0,0.0,0.0,0.0
2005-04-11,sh.000300,1003.879,1008.735,992.773,995.421,1593606600,10436232248.0,3,0.015125,1,-0.7996439999999999,0.0,0.0,0.0,0.0,0.0
2005-04-12,sh.000300,993.711,993.711,978.204,978.697,1022619300,6479563495.0,3,0.009705,1,-1.680093,0.0,0.0,0.0,0.0,0.0
2005-04-13,sh.000300,987.95,1006.499,987.95,1000.9,1607168700,10029602129.0,3,0.015238999999999999,1,2.2686290000000002,0.0,0.0,0.0,0.0,0.0
2005-04-14,sh.000300,1004.64,1006.416,985.578,986.975,1294571000,7813424514.0,3,0.012275,1,-1.391253,0.0,0.0,0.0,0.0,0.0
2005-04-15,sh.000300,982.613,982.613,971.93,974.082,1040895500,6541675456.0,3,0.00987,1,-1.306315,0.0,0.0,0.0,0.0,0.0
2005-04-18,sh.000300,970.907,970.907,958.649,963.772,859840000,5329138712.0,3,0.008128,1,-1.058432,0.0,0.0,0.0,0.0,0.0
2005-04-19,sh.000300,962.916,968.867,957.91,965.886,921262300,5768907755.0,3,0.008709,1,0.21934800000000002,0.0,0.0,0.0,0.0,0.0
2005-04-20,sh.000300,964.151,964.151,946.197,950.867,885070500,5300003714.0,3,0.008366,1,-1.554944,0.0,0.0,0.0,0.0,0.0
2005-04-21,sh.000300,948.861,955.553,938.595,943.981,994614500,6140646108.0,3,0.009255,1,-0.72418,0.0,0.0,0.0,0.0,0.0
2005-04-22,sh.000300,942.908,947.909,934.957,939.101,1069188400,6373550345.0,3,0.009948,1,-0.5169600000000001,0.0,0.0,0.0,0.0,0.0
2005-04-25,sh.000300,935.993,935.993,920.162,930.07,1147047800,6667303132.0,3,0.010643000000000001,1,-0.961665,0.0,0.0,0.0,0.0,0.0
2005-04-26,sh.000300,928.428,939.696,924.655,937.083,1169047100,7029373085.0,3,0.010847,1,0.754029,0.0,0.0,0.0,0.0,0.0
2005-04-27,sh.000300,938.57,938.91,925.896,926.604,1078061100,6432845906.0,3,0.009991,1,-1.118258,0.0,0.0,0.0,0.0,0.0
2005-04-28,sh.000300,923.529,945.504,914.829,942.073,1434348600,8315813742.0,3,0.013293000000000001,1,1.669429,0.0,0.0,0.0,0.0,0.0
2005-04-29,sh.000300,940.806,942.453,929.81,932.395,1123541900,6853192443.0,3,0.010378,1,-1.027307,0.0,0.0,0.0,0.0,0.0
2005-05-09,sh.000300,934.65,937.39,909.174,909.174,852911500,4889696446.0,3,0.007868,1,-2.490469,0.0,0.0,0.0,0.0,0.0
2005-05-10,sh.000300,905.543,913.388,892.313,913.076,1049433100,5960910722.0,3,0.00968,1,0.42917799999999995,0.0,0.0,0.0,0.0,0.0
2005-05-11,sh.000300,911.838,917.223,900.438,901.851,904204700,5128333208.0,3,0.008320999999999999,1,-1.229358,0.0,0.0,0.0,0.0,0.0
2005-05-12,sh.000300,899.968,900.063,883.511,885.82,1022872000,6107327165.0,3,0.009411,1,-1.777567,0.0,0.0,0.0,0.0,0.0
2005-05-13,sh.000300,883.505,898.505,875.576,887.543,1124490600,6228419643.0,3,0.010346,1,0.194512,0.0,0.0,0.0,0.0,0.0
2005-05-16,sh.000300,885.389,885.389,869.334,875.271,822428800,4630088469.0,3,0.007562,1,-1.3826969999999998,0.0,0.0,0.0,0.0,0.0
2005-05-17,sh.000300,873.077,888.281,868.212,881.462,877227300,4635198616.0,3,0.008066,1,0.707321,0.0,0.0,0.0,0.0,0.0
2005-05-18,sh.000300,881.141,890.403,871.821,883.196,787861000,4615409280.0,3,0.007217,1,0.19672,0.0,0.0,0.0,0.0,0.0
2005-05-19,sh.000300,882.842,888.016,871.289,884.171,814958300,4263472583.0,3,0.007456,1,0.110399,0.0,0.0,0.0,0.0,0.0
2005-05-20,sh.000300,883.513,891.02,879.18,882.763,722667600,3835476288.0,3,0.0066040000000000005,1,-0.159247,0.0,0.0,0.0,0.0,0.0
2005-05-23,sh.000300,880.281,880.281,862.098,863.341,727979500,3725791093.0,3,0.006653,1,-2.200137,0.0,0.0,0.0,0.0,0.0
2005-05-24,sh.000300,861.195,871.767,855.587,868.456,920692900,4777971875.0,3,0.008414,1,0.5924649999999999,0.0,0.0,0.0,0.0,0.0
2005-05-25,sh.000300,867.658,876.305,861.659,868.451,723855600,3742173189.0,3,0.006615,1,-0.000576,0.0,0.0,0.0,0.0,0.0
2005-05-26,sh.000300,867.758,872.835,854.956,857.331,662278600,3470051082.0,3,0.006052,1,-1.28044,0.0,0.0,0.0,0.0,0.0
2005-05-27,sh.000300,855.595,864.963,848.398,849.508,774998300,4240678764.0,3,0.007069,1,-0.912483,0.0,0.0,0.0,0.0,0.0
2005-05-30,sh.000300,847.634,858.462,842.102,855.612,697158300,3712116331.0,3,0.006354,1,0.718534,0.0,0.0,0.0,0.0,0.0
2005-05-31,sh.000300,856.561,863.198,853.291,855.946,704782100,3601006687.0,3,0.006423999999999999,1,0.039035,0.0,0.0,0.0,0.0,0.0
2005-06-01,sh.000300,855.206,857.657,836.04,837.532,790230200,4274074912.0,3,0.007203,1,-2.151304,0.0,0.0,0.0,0.0,0.0
2005-06-02,sh.000300,835.467,835.493,812.989,818.379,950865700,5220786229.0,3,0.008667,1,-2.286833,0.0,0.0,0.0,0.0,0.0
2005-06-03,sh.000300,816.546,823.86,807.965,818.033,793605600,4164754479.0,3,0.007233,1,-0.04228,0.0,0.0,0.0,0.0,0.0
2005-06-06,sh.000300,816.731,839.15,807.784,838.997,900918500,4685006534.0,3,0.008212,1,2.562732,0.0,0.0,0.0,0.0,0.0
2005-06-07,sh.000300,841.579,858.092,835.179,837.282,1306706800,7248577634.0,3,0.011908,1,-0.204414,0.0,0.0,0.0,0.0,0.0
2005-06-08,sh.000300,848.536,908.829,844.473,905.773,3290783900,17414544247.0,3,0.029939,1,8.180162,0.0,0.0,0.0,0.0,0.0
2005-06-09,sh.000300,907.569,925.365,895.036,912.604,3314184000,17782386004.0,3,0.030149000000000002,1,0.754162,0.0,0.0,0.0,0.0,0.0
