date,code,open,high,low,close,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2008-04-09,sh.000300,3857.275,3911.697,3687.597,3688.125,3899716800,64555767429.0,3,0.013624,1,-5.215394,,,,,0.0
2008-04-10,sh.000300,3641.66,3754.715,3608.316,3754.715,2880439600,47152258251.0,3,0.010036,1,1.805527,,,,,0.0
2008-04-11,sh.000300,3794.297,3825.295,3755.015,3783.728,2632859000,44418993019.0,3,0.009173,1,0.7727069999999999,,,,,0.0
2008-04-14,sh.000300,3699.142,3710.786,3525.185,3536.327,3342704600,54637417005.0,3,0.011606,1,-6.538554,,,,,0.0
2008-04-15,sh.000300,3513.068,3583.861,3417.249,3583.299,3065688600,48997126630.0,3,0.010643999999999999,1,1.328276,,,,,0.0
2008-04-16,sh.000300,3573.664,3583.808,3483.185,3494.016,2652812000,42087715038.0,3,0.009211,1,-2.491641,,,,,0.0
2008-04-17,sh.000300,3493.238,3559.1,3340.875,3386.63,2953061800,46829953187.0,3,0.010251,1,-3.073433,,,,,0.0
2008-04-18,sh.000300,3356.562,3390.551,3248.528,3272.499,2788816200,42184118932.0,3,0.009661,1,-3.3700419999999998,,,,,0.0
2008-04-21,sh.000300,3516.425,3516.425,3223.886,3267.554,4136230700,64657686523.0,3,0.014315999999999999,1,-0.15111,,,,,0.0
2008-04-22,sh.000300,3207.881,3301.548,3122.39,3296.277,3253796900,47706441787.0,3,0.011256,1,0.879041,,,,,0.0
2008-04-23,sh.000300,3267.359,3467.431,3245.296,3453.727,4427255300,67718617064.0,3,0.015309999999999999,1,4.776599,,,,,0.0
2008-04-24,sh.000300,3739.321,3781.477,3659.726,3774.504,9657489600,149394569187.0,3,0.032938999999999996,1,9.287846,,,,,0.0
2008-04-25,sh.000300,3781.912,3915.841,3737.984,3803.07,8481449100,147098326810.0,3,0.028924000000000002,1,0.7568189999999999,,,,,0.0
2008-04-28,sh.000300,3740.951,3791.77,3711.185,3729.154,4883123500,85070654687.0,3,0.016456000000000002,1,-1.943588,,,,,0.0
2008-04-29,sh.000300,3704.927,3797.528,3702.021,3776.943,4454044000,78895825483.0,3,0.015004,1,1.281499,,,,,0.0
2008-04-30,sh.000300,3793.853,3970.575,3793.853,3959.119,6990977700,122637220696.0,3,0.023512,1,4.823366,,,,,0.0
2008-05-05,sh.000300,4015.212,4061.472,3972.561,4055.779,6253407300,111004387244.0,3,0.02101,1,2.441456,,,,,0.0
2008-05-06,sh.000300,4021.073,4075.575,3961.344,4010.888,5845928000,106198405592.0,3,0.019469,1,-1.106843,,,,,0.0
2008-05-07,sh.000300,3986.129,4042.407,3821.107,3821.319,5445770600,98465318595.0,3,0.018137,1,-4.726357,,,,,0.0
2008-05-08,sh.000300,3774.044,3926.004,3761.28,3925.041,4405566800,77839103296.0,3,0.014646000000000001,1,2.714296,,,,,0.0
2008-05-09,sh.000300,3960.886,3973.058,3806.519,3878.924,5365592900,96377859470.0,3,0.017819,1,-1.174942,,,,,0.0
2008-05-12,sh.000300,3804.985,3952.789,3766.577,3904.92,4538266000,81691485405.0,3,0.015047,1,0.6701819999999999,,,,,0.0
2008-05-13,sh.000300,3786.534,3923.171,3778.718,3851.687,5033801200,79847321451.0,3,0.016656999999999998,1,-1.363227,,,,,0.0
2008-05-14,sh.000300,3843.47,3975.795,3843.47,3975.782,5060690100,85230874948.0,3,0.016715,1,3.221834,,,,,0.0
2008-05-15,sh.000300,4006.658,4038.852,3948.062,3948.088,5077297500,81795877187.0,3,0.016744,1,-0.69657,,,,,0.0
2008-05-16,sh.000300,3948.034,3982.221,3882.895,3936.121,3972175200,66279363920.0,3,0.012492,1,-0.303104,,,,,0.0
2008-05-19,sh.000300,3926.314,3936.277,3865.5,3914.072,2970958100,49755651499.0,3,0.009309999999999999,1,-0.5601729999999999,,,,,0.0
2008-05-20,sh.000300,3911.096,3946.441,3698.554,3710.818,3970262900,64572032482.0,3,0.012404,1,-5.192901999999999,,,,,0.0
2008-05-21,sh.000300,3668.181,3801.067,3591.566,3783.049,4359616200,69179112266.0,3,0.013594,1,1.9464970000000001,,,,,0.0
2008-05-22,sh.000300,3732.641,3783.849,3704.157,3711.444,4074271700,66281212014.0,3,0.012695,1,-1.892785,,,,,0.0
2008-05-23,sh.000300,3697.89,3741.06,3629.009,3675.147,3344043100,52530762851.0,3,0.010405,1,-0.977978,,,,,0.0
2008-05-26,sh.000300,3643.012,3643.012,3555.762,3559.217,2818019000,45524374429.0,3,0.00875,1,-3.15443,,,,,0.0
2008-05-27,sh.000300,3549.986,3594.657,3533.466,3576.197,2476269300,39856280158.0,3,0.007689,1,0.477071,,,,,0.0
2008-05-28,sh.000300,3583.284,3697.996,3561.733,3676.23,3103491400,49994772624.0,3,0.009636,1,2.7971880000000002,,,,,0.0
2008-05-29,sh.000300,3666.196,3677.02,3578.732,3580.868,2942274000,46589022223.0,3,0.009136,1,-2.594018,,,,,0.0
2008-05-30,sh.000300,3585.605,3620.225,3552.662,3611.33,2859084700,46886682679.0,3,0.008874,1,0.850692,,,,,0.0
2008-06-02,sh.000300,3600.234,3650.478,3580.58,3625.826,2825335800,41966896768.0,3,0.008763,1,0.401399,,,,,0.0
2008-06-03,sh.000300,3624.572,3641.429,3585.124,3614.111,3473514100,48796407585.0,3,0.010747,1,-0.32309499999999997,,,,,0.0
2008-06-04,sh.000300,3601.057,3605.058,3513.641,3546.916,2941765300,42963714390.0,3,0.009101999999999999,1,-1.8592419999999998,,,,,0.0
2008-06-05,sh.000300,3529.978,3542.244,3487.792,3512.138,2398927900,36565913535.0,3,0.007421,1,-0.9805159999999999,,,,,0.0
2008-06-06,sh.000300,3519.116,3532.297,3470.563,3489.502,2094422900,30298595287.0,3,0.006462000000000001,1,-0.6445069999999999,,,,,0.0
2008-06-10,sh.000300,3344.453,3352.321,3188.796,3206.562,3294996100,45818267251.0,3,0.010165,1,-8.108317999999999,,,,,0.0
2008-06-11,sh.000300,3155.943,3181.818,3097.395,3140.299,2940973500,40596532584.0,3,0.00907,1,-2.066479,,,,,0.0
2008-06-12,sh.000300,3123.64,3148.742,3022.876,3084.633,3145410900,42817386727.0,3,0.009692000000000001,1,-1.772634,,,,,0.0
2008-06-13,sh.000300,3087.337,3108.988,2975.661,2979.117,2531983700,33193994622.0,3,0.007802,1,-3.4207019999999995,,,,,0.0
2008-06-16,sh.000300,2981.085,3012.993,2900.075,2952.242,2681379400,33731835264.0,3,0.008173,1,-0.9021129999999999,,,,,0.0
2008-06-17,sh.000300,2950.399,2977.889,2820.643,2842.676,2646377800,32031255853.0,3,0.008048999999999999,1,-3.711278,,,,,0.0
2008-06-18,sh.000300,2820.237,3007.18,2759.107,2991.273,4256009500,52826656390.0,3,0.012944999999999998,1,5.227361,,,,,0.0
2008-06-19,sh.000300,2967.402,2967.402,2768.225,2773.076,3631903900,45264911721.0,3,0.011045000000000001,1,-7.294453999999999,,,,,0.0
2008-06-20,sh.000300,2795.465,2946.939,2691.868,2849.668,5167590500,65259567858.0,3,0.015715,1,2.761989,,,,,0.0
2008-06-23,sh.000300,2798.428,2845.479,2771.363,2789.941,2663149300,32382379598.0,3,0.008045,1,-2.09593,,,,,0.0
2008-06-24,sh.000300,2775.69,2865.903,2770.987,2851.915,3179245600,38885761934.0,3,0.009603,1,2.221342,,,,,0.0
2008-06-25,sh.000300,2844.922,2973.173,2834.945,2969.537,4242526100,51619342913.0,3,0.012815,1,4.124319,,,,,0.0
2008-06-26,sh.000300,2964.516,3010.278,2922.786,2980.907,4259931200,52508562502.0,3,0.012836000000000002,1,0.382884,,,,,0.0
2008-06-27,sh.000300,2886.18,2899.836,2787.252,2816.021,4088655600,49324841031.0,3,0.012315000000000001,1,-5.531404,,,,,0.0
2008-06-30,sh.000300,2782.844,2834.272,2747.614,2791.819,2529540600,31502446060.0,3,0.007609,1,-0.8594360000000001,,,,,0.0
2008-07-01,sh.000300,2799.195,2809.381,2690.181,2698.347,2885158500,35242551782.0,3,0.008303,1,-3.348074,,,,,0.0
2008-07-02,sh.000300,2702.634,2745.939,2670.064,2699.597,2791636500,35126248114.0,3,0.008031,1,0.046325,,,,,0.0
2008-07-03,sh.000300,2654.479,2807.682,2617.258,2760.612,4566030500,58808144277.0,3,0.013125,1,2.260157,,,,,0.0
2008-07-04,sh.000300,2751.213,2783.847,2716.022,2741.852,3790501000,47363589936.0,3,0.010883,1,-0.67956,,,,,0.0
2008-07-07,sh.000300,2747.611,2890.985,2747.611,2882.763,5273202400,63284782084.0,3,0.015130000000000001,1,5.139259,,,,,0.0
2008-07-08,sh.000300,2900.571,2939.143,2841.073,2901.841,5424807800,67887147510.0,3,0.015565,1,0.6618,,,,,0.0
2008-07-09,sh.000300,2926.996,3015.271,2926.996,3015.126,6935696800,85846257404.0,3,0.019898,1,3.9038980000000003,,,,,0.0
2008-07-10,sh.000300,2970.984,3056.905,2950.2,2973.728,6164955400,77643542657.0,3,0.017651,1,-1.373009,,,,,0.0
2008-07-11,sh.000300,2962.861,2988.197,2913.872,2953.498,4428710100,55085357605.0,3,0.012657999999999999,1,-0.68029,,,,,0.0
2008-07-14,sh.000300,2927.24,2996.592,2917.023,2975.874,3457504300,43920558758.0,3,0.009873999999999999,1,0.757609,,,,,0.0
2008-07-15,sh.000300,2987.061,2997.666,2849.199,2852.979,4729275900,57118257308.0,3,0.013451,1,-4.1297120000000005,,,,,0.0
2008-07-16,sh.000300,2818.763,2824.881,2702.659,2745.596,3940311500,45361333542.0,3,0.011203,1,-3.763892,,,,,0.0
2008-07-17,sh.000300,2790.259,2812.992,2705.809,2718.068,3268733500,38054364882.0,3,0.009293000000000001,1,-1.002618,,,,,0.0
2008-07-18,sh.000300,2746.536,2818.064,2690.069,2815.462,4020340200,47213298888.0,3,0.01143,1,3.5831989999999996,,,,,0.0
2008-07-21,sh.000300,2792.829,2915.293,2780.282,2911.051,4511957700,54938055539.0,3,0.012784,1,3.3951480000000003,,,,,0.0
2008-07-22,sh.000300,2905.276,2931.447,2890.252,2904.743,3881497600,47781613233.0,3,0.010998,1,-0.21669499999999997,,,,,0.0
2008-07-23,sh.000300,2923.049,2941.972,2879.185,2883.32,3882123300,46949545125.0,3,0.010983,1,-0.737513,,,,,0.0
2008-07-24,sh.000300,2905.043,2979.748,2902.976,2977.362,4853866500,60255656982.0,3,0.013730000000000001,1,3.261587,,,,,0.0
2008-07-25,sh.000300,2939.321,2967.719,2916.684,2939.202,4057108100,47706187738.0,3,0.011465000000000001,1,-1.281677,,,,,0.0
2008-07-28,sh.000300,2959.113,2997.604,2946.492,2960.851,3930864000,47089423706.0,3,0.011085,1,0.7365659999999999,,,,,0.0
2008-07-29,sh.000300,2921.248,2921.248,2881.05,2905.63,3603627500,42192023708.0,3,0.010162000000000001,1,-1.865045,,,,,0.0
2008-07-30,sh.000300,2940.02,2949.943,2866.031,2884.384,2981080000,34223911942.0,3,0.008403,1,-0.731196,,,,,0.0
2008-07-31,sh.000300,2894.246,2899.069,2804.698,2805.21,2794096600,31179208420.0,3,0.007873999999999999,1,-2.7449209999999997,,,,,0.0
2008-08-01,sh.000300,2786.123,2868.679,2748.755,2840.788,3403149100,39748408655.0,3,0.009581000000000001,1,1.2682870000000002,,,,,0.0
2008-08-04,sh.000300,2816.936,2832.895,2767.529,2773.15,2278232400,27440272999.0,3,0.006406,1,-2.380965,,,,,0.0
2008-08-05,sh.000300,2780.761,2792.742,2695.372,2703.079,3046923500,34770819668.0,3,0.00853,1,-2.526758,,,,,0.0
2008-08-06,sh.000300,2723.523,2749.099,2679.66,2721.693,2740402200,31744599201.0,3,0.007670999999999999,1,0.688623,,,,,0.0
2008-08-07,sh.000300,2717.661,2747.884,2683.409,2720.442,2337043900,26661008775.0,3,0.006542,1,-0.045972000000000006,,,,,0.0
2008-08-08,sh.000300,2719.375,2719.375,2581.811,2591.462,3089458100,33617694686.0,3,0.008646,1,-4.741141000000001,,,,,0.0
2008-08-11,sh.000300,2579.805,2580.72,2442.794,2456.811,3212020600,32454532457.0,3,0.008976000000000001,1,-5.195943,,,,,0.0
2008-08-12,sh.000300,2431.383,2474.324,2413.597,2444.155,2419194400,24459629832.0,3,0.0067469999999999995,1,-0.5151399999999999,,,,,0.0
2008-08-13,sh.000300,2427.495,2466.086,2369.58,2444.672,2755171100,27480615871.0,3,0.007683,1,0.021156,,,,,0.0
2008-08-14,sh.000300,2429.977,2461.238,2410.491,2443.512,2015723600,21156177499.0,3,0.005621,1,-0.047457,,,,,0.0
2008-08-15,sh.000300,2440.39,2479.151,2412.949,2447.615,2042226100,21296936036.0,3,0.005672,1,0.167915,,,,,0.0
2008-08-18,sh.000300,2451.311,2452.626,2312.951,2313.402,2362310600,22662870912.0,3,0.006528,1,-5.483415,,,,,0.0
2008-08-19,sh.000300,2285.515,2356.191,2273.893,2348.472,1947710600,18407578069.0,3,0.005211,1,1.515942,,,,,0.0
2008-08-20,sh.000300,2332.386,2533.303,2312.176,2532.94,4504341500,44564422655.0,3,0.012052,1,7.8548100000000005,,,,,0.0
2008-08-21,sh.000300,2494.262,2535.862,2438.86,2443.979,3751804000,39651327296.0,3,0.010038,1,-3.512161,,,,,0.0
2008-08-22,sh.000300,2421.249,2437.432,2362.631,2404.928,2629824100,26183849138.0,3,0.00701,1,-1.5978459999999999,,,,,0.0
2008-08-25,sh.000300,2408.026,2439.907,2373.765,2400.548,1864319000,18965202140.0,3,0.004968,1,-0.182121,,,,,0.0
2008-08-26,sh.000300,2370.528,2390.655,2306.936,2331.532,2374193700,22262896076.0,3,0.006327,1,-2.8750150000000003,,,,,0.0
2008-08-27,sh.000300,2322.539,2367.717,2291.35,2325.292,2386258400,23579970667.0,3,0.006359,1,-0.267635,,,,,0.0
2008-08-28,sh.000300,2325.262,2363.563,2316.682,2335.865,2040029100,21711091860.0,3,0.005436,1,0.45469499999999996,,,,,0.0
2008-08-29,sh.000300,2347.4,2418.051,2339.518,2391.64,2887784500,29000899630.0,3,0.007684999999999999,1,2.387762,,,,,0.0
2008-09-01,sh.000300,2372.638,2372.638,2297.023,2309.171,2115280300,21384882095.0,3,0.005618,1,-3.4482199999999996,,,,,0.0
2008-09-02,sh.000300,2292.686,2309.206,2268.004,2285.411,1844049800,18645029580.0,3,0.004898,1,-1.0289409999999999,,,,,0.0
2008-09-03,sh.000300,2279.598,2296.032,2219.559,2245.964,2374947400,24066625119.0,3,0.006308,1,-1.7260259999999998,,,,,0.0
2008-09-04,sh.000300,2238.645,2270.411,2216.112,2251.146,1898478000,18548580309.0,3,0.005043,1,0.23071999999999998,,,,,0.0
2008-09-05,sh.000300,2193.038,2221.093,2172.941,2183.432,2165448000,19709566302.0,3,0.005749,1,-3.007984,,,,,0.0
2008-09-08,sh.000300,2189.822,2198.761,2119.124,2126.518,2218655400,20114131884.0,3,0.005886,1,-2.606622,,,,,0.0
2008-09-09,sh.000300,2135.223,2150.988,2111.404,2139.145,1762429800,15480632761.0,3,0.004676,1,0.593785,,,,,0.0
2008-09-10,sh.000300,2124.965,2181.253,2099.234,2143.176,2205784400,20307095402.0,3,0.005852,1,0.18844,,,,,0.0
2008-09-11,sh.000300,2135.453,2141.995,2067.249,2072.126,2217678100,20678010831.0,3,0.005884,1,-3.315176,,,,,0.0
2008-09-12,sh.000300,2071.061,2102.979,2066.437,2077.846,1919702000,17652324498.0,3,0.005086,1,0.276044,,,,,0.0
2008-09-16,sh.000300,2050.316,2050.316,1987.298,2000.651,3356326100,28769300455.0,3,0.008888,1,-3.715143,,,,,0.0
2008-09-17,sh.000300,1981.252,2003.908,1923.55,1929.135,3286224200,26988614854.0,3,0.008699,1,-3.574636,,,,,0.0
2008-09-18,sh.000300,1876.965,1936.735,1804.77,1895.99,4782026300,36844924114.0,3,0.012657,1,-1.7181279999999999,,,,,0.0
2008-09-19,sh.000300,2065.779,2073.113,2046.222,2073.113,3652540400,32104719707.0,3,0.009598,1,9.341982000000002,,,,,0.0
2008-09-22,sh.000300,2228.366,2258.424,2130.315,2207.614,10199387300,98415575949.0,3,0.026799,1,6.487875,,,,,0.0
2008-09-23,sh.000300,2141.6,2180.368,2118.92,2123.478,7836561700,69516678145.0,3,0.020553000000000002,1,-3.811173,,,,,0.0
2008-09-24,sh.000300,2072.652,2139.222,2050.967,2138.853,4532818000,40183637783.0,3,0.011879,1,0.7240479999999999,,,,,0.0
2008-09-25,sh.000300,2143.729,2256.271,2139.616,2223.532,7423791200,71758274921.0,3,0.019455,1,3.959082,,,,,0.0
2008-09-26,sh.000300,2234.459,2257.161,2192.129,2243.657,5942994300,59518096758.0,3,0.015529,1,0.905092,,,,,0.0
2008-10-06,sh.000300,2206.563,2206.563,2128.271,2128.696,4557526400,41827343311.0,3,0.011904999999999999,1,-5.123819999999999,,,,,0.0
2008-10-07,sh.000300,2043.923,2136.124,2024.648,2102.448,4306532500,41512000958.0,3,0.01125,1,-1.233057,,,,,0.0
2008-10-08,sh.000300,2041.991,2073.067,2000.522,2022.881,3687470000,34689894735.0,3,0.009613,1,-3.784494,,,,,0.0
2008-10-09,sh.000300,2059.585,2063.304,1993.01,1995.297,3358231100,31760285142.0,3,0.008754999999999999,1,-1.363599,,,,,0.0
2008-10-10,sh.000300,1913.265,1938.215,1881.673,1906.96,3915159300,32924106745.0,3,0.010206999999999999,1,-4.427262000000001,,,,,0.0
2008-10-13,sh.000300,1889.754,1985.63,1841.533,1985.486,4353812000,37606423760.0,3,0.01135,1,4.117863,,,,,0.0
2008-10-14,sh.000300,2054.408,2060.488,1934.459,1934.619,5433194600,48975116647.0,3,0.014163,1,-2.5619389999999997,,,,,0.0
2008-10-15,sh.000300,1911.032,1930.634,1892.015,1914.356,3189239800,26555892254.0,3,0.008314,1,-1.047393,,,,,0.0
2008-10-16,sh.000300,1833.482,1866.902,1818.933,1820.903,4052964800,32493846831.0,3,0.010447,1,-4.881694,,,,,0.0
2008-10-17,sh.000300,1837.914,1851.332,1805.667,1833.262,2871542000,23017436110.0,3,0.007402,1,0.67873,,,,,0.0
2008-10-20,sh.000300,1828.414,1899.347,1802.095,1896.733,3327715200,28435447591.0,3,0.008578,1,3.462193,,,,,0.0
2008-10-21,sh.000300,1901.244,1928.194,1880.517,1881.406,3890839500,33588996418.0,3,0.010029000000000001,1,-0.808075,,,,,0.0
2008-10-22,sh.000300,1854.6,1887.305,1832.446,1833.323,3296857200,26562835681.0,3,0.008496,1,-2.5556959999999997,,,,,0.0
2008-10-23,sh.000300,1794.681,1836.413,1779.134,1834.78,3575865400,29078802729.0,3,0.009212999999999999,1,0.079475,,,,,0.0
2008-10-24,sh.000300,1831.463,1840.884,1769.11,1781.598,3298066800,27101012205.0,3,0.008442,1,-2.89855,,,,,0.0
2008-10-27,sh.000300,1746.668,1746.668,1652.792,1654.671,3644184700,27867517905.0,3,0.009325,1,-7.124333999999999,,,,,0.0
2008-10-28,sh.000300,1614.616,1716.306,1607.674,1705.82,4679280400,36435875520.0,3,0.011973000000000001,1,3.091184,,,,,0.0
2008-10-29,sh.000300,1723.234,1731.256,1657.653,1658.223,3886948800,31224265101.0,3,0.009946,1,-2.7902669999999996,,,,,0.0
2008-10-30,sh.000300,1669.968,1723.929,1646.345,1697.656,4128429200,32165805381.0,3,0.010556999999999999,1,2.3780259999999998,,,,,0.0
2008-10-31,sh.000300,1688.09,1696.647,1655.088,1663.66,2831453400,21281902723.0,3,0.007228,1,-2.002524,,,,,0.0
2008-11-03,sh.000300,1648.556,1684.559,1643.418,1653.542,2538109700,19514009916.0,3,0.006479,1,-0.60818,,,,,0.0
2008-11-04,sh.000300,1646.201,1648.451,1606.731,1627.759,2610016500,18984761503.0,3,0.006661,1,-1.559256,,,,,0.0
